company_name,updated_time,company_profile,cgpa,courses,dept_eligible,ctc_btech,base_btech,ctc_idd,base_idd,location,currency,profile,company_profile_list,dept_eligible_list,courses_list,location_list,date_parts,month,date,year,ctc_range,ctc_btech_range,base_btech_range
Commonwealth Bank Of Australia,"Dec. 3, 2024, 3:46 a.m.",Graduate Data Scientist,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",2281032.0,1800000.0,2281032.0,1800000.0,Bengaluru,INR,Data Science/AI,['graduate data scientist'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bengaluru'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Confluent,"Dec. 3, 2024, 3:46 a.m.",Software Engineer,0.0,"btech, idd","cse, ece, eee, mat",3500000.0,2300000.0,3500000.0,2300000.0,Bangalore,INR,Software/Quant Developer,['software engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Databricks,"Dec. 3, 2024, 3:46 a.m.",Software Engineer,0.0,"btech, idd","[['btech', 'cse', 'ece', 'eee'], ['idd', 'cse', 'mat']]",6835999.0,3959999.0,6835999.0,3959999.0,Bengaluru,INR,Software/Quant Developer,['software engineer'],"[""[['btech'"", ""'cse'"", ""'ece'"", ""'eee']"", ""['idd'"", ""'cse'"", ""'mat']]""]","['btech', 'idd']",['Bengaluru'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,30-40 LPA
De Shaw,"Dec. 3, 2024, 3:46 a.m.",Technology Developer,7.0,"btech, idd","cse, ece, eee, mat, mec, met, phy",7030000.0,3400000.0,7030000.0,3400000.0,Hyderabad/Bangalore/Gurugram,NR,Software/Quant Developer,['technology developer'],"['cse', 'ece', 'eee', 'mat', 'mec', 'met', 'phy']","['btech', 'idd']",['Hyderabad/Bangalore/Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,30-40 LPA
Deutsche Bank,"Dec. 3, 2024, 3:46 a.m.",Graduate Analyst,6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2170860.0,2020860.0,2170860.0,2020860.0,"Pune, Bangalore",INR,Business/Product Analyst,['graduate analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Pune', 'Bangalore']","['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,20-30 LPA
Discovery India,"Dec. 3, 2024, 3:46 a.m.",SDE,7.5,"btech, idd","cse, mat",2500000.0,1800000.0,2500000.0,1800000.0,,INR,Software/Quant Developer,['sde'],"['cse', 'mat']","['btech', 'idd']",[],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Dream 11,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer 1,0.0,"btech, idd","cse, mat",4200000.0,2000000.0,4200000.0,2000000.0,Mumbai,INR,Software/Quant Developer,['software development engineer 1'],"['cse', 'mat']","['btech', 'idd']",['Mumbai'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,20-30 LPA
Findoc,"Dec. 3, 2024, 3:46 a.m.",Software Developer,0.0,btech,"cse, ece, eee",3236000.0,2000000.0,,,Gurugram,INR,Software/Quant Developer,['software developer'],"['cse', 'ece', 'eee']",['btech'],['Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Findoc,"Dec. 3, 2024, 3:46 a.m.",Quantative Researcher,0.0,btech,"cse, ece, eee",3236000.0,2000000.0,,,Gurugram,INR,Software/Quant Developer,['quantative researcher'],"['cse', 'ece', 'eee']",['btech'],['Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Flipkart,"Dec. 3, 2024, 3:46 a.m.",Assistant Manager - Business Development,7.5,"btech, idd","apd, cer, che, civ, ece, eee, mec, met, min",1650386.0,1200000.0,,,Bangalore,INR,Business/Product Analyst,['assistant manager - business development'],"['apd', 'cer', 'che', 'civ', 'ece', 'eee', 'mec', 'met', 'min']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Flipkart,"Dec. 3, 2024, 3:46 a.m.",Associate Product Manager,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",2657000.0,1800000.0,2657000.0,1800000.0,Bengaluru,INR,Business/Product Analyst,['associate product manager'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bengaluru'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Groww,"Dec. 3, 2024, 3:46 a.m.",Associate Business Analyst,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2000000.0,1400000.0,2000000.0,1400000.0,,INR,Business/Product Analyst,['associate business analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",[],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Harness,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer,8.0,"btech, idd","[['btech', 'cse', 'ece', 'eee'], ['idd', 'cse', 'eee', 'mat']]",3600000.0,2300000.0,3600000.0,2300000.0,,INR,Software/Quant Developer,['software development engineer'],"[""[['btech'"", ""'cse'"", ""'ece'"", ""'eee']"", ""['idd'"", ""'cse'"", ""'eee'"", ""'mat']]""]","['btech', 'idd']",[],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Hero Motocorp Ltd,"Dec. 3, 2024, 3:46 a.m.","R&D, Quality",6.0,idd,"apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",,,2000000.0,1600000.0,,INR,Supply_chain/R&D,"['r&d', 'quality']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']",['idd'],[],"['Dec', '3', '2024']",Dec,3,2024,,,
Hilabs,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2575000.0,1900000.0,2575000.0,1900000.0,"India, US",INR,Software/Quant Developer,['software development engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['India', 'US']","['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Hilabs,"Dec. 3, 2024, 3:46 a.m.",Data Scientist,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2575000.0,1900000.0,2575000.0,1900000.0,"India, US",INR,Data Science/AI,['data scientist'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['India', 'US']","['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Hilabs,"Dec. 3, 2024, 3:46 a.m.",Associate Product Manager,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2575000.0,1900000.0,2575000.0,1900000.0,"India, US",INR,Business/Product Analyst,['associate product manager'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['India', 'US']","['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Inmobi,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer,8.0,"btech, idd","cse, ece, eee, mat",2700000.0,2200000.0,2700000.0,2200000.0,Bangalore,INR,Software/Quant Developer,['software development engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,20-30 LPA
Javis,"Dec. 3, 2024, 3:46 a.m.",Associate Product Manager (Backend),8.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,2000000.0,3600000.0,2000000.0,Bangalore,INR,Software/Quant Developer,['associate product manager (backend)'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Javis,"Dec. 3, 2024, 3:46 a.m.",Customer Success Manager I,7.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3024000.0,1680000.0,3024000.0,1680000.0,Gurgaon,INR,Other,['customer success manager i'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurgaon'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Javis,"Dec. 3, 2024, 3:46 a.m.",AI Product Manager,8.5,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",4860000.0,2700000.0,4860000.0,2700000.0,Bangalore,INR,Data Science/AI,['ai product manager'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,20-30 LPA
Javis,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer I (Backend Java),8.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,2000000.0,3600000.0,2000000.0,Bangalore,INR,Software/Quant Developer,['software development engineer i (backend java)'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Javis,"Dec. 3, 2024, 3:46 a.m.",Associate Product Manager (Front End),8.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,2000000.0,3600000.0,2000000.0,Bangalore,INR,Business/Product Analyst,['associate product manager (front end)'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Javis,"Dec. 3, 2024, 3:46 a.m.",Software Development Engineer I (Front End),8.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,2000000.0,3600000.0,2000000.0,Bangalore,INR,Software/Quant Developer,['software development engineer i (front end)'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Lg Ads Solutions(Alphonso),"Dec. 3, 2024, 3:46 a.m.",Software Engineer,7.0,"btech, idd","cse, ece, eee, mat",3000000.0,3000000.0,3000000.0,3000000.0,"Bengaluru, Bangalore",INR,Software/Quant Developer,['software engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Bengaluru', 'Bangalore']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,30-40 LPA
Mckinsey And Company,"Dec. 3, 2024, 3:46 a.m.",Jr. Capabilities and Insights Analytics Analyst,0.0,btech,"cer, che, civ, cse, ece, eee, mec, met, min",1200000.0,1091000.0,,,Gurugram,INR,Data Science/AI,['jr. capabilities and insights analytics analyst'],"['cer', 'che', 'civ', 'cse', 'ece', 'eee', 'mec', 'met', 'min']",['btech'],['Gurugram'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Media.Net,"Dec. 3, 2024, 3:46 a.m.",Sr Product Analyst,6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2120498.0,1600000.0,2120498.0,1600000.0,Mumbai,INR,Business/Product Analyst,['sr product analyst'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Mumbai'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Media.Net,"Dec. 3, 2024, 3:46 a.m.",SDE,0.0,"btech, idd","bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3931000.0,1800000.0,3931000.0,1800000.0,Mumbai,INR,Software/Quant Developer,['sde'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Mumbai'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Meesho,"Dec. 3, 2024, 3:46 a.m.","APM, Senior Associate - Non Tech",0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,1600000.0,3600000.0,1600000.0,Bangalore,INR,Business/Product Analyst,"['apm', 'senior associate - non tech']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Microsoft,"Dec. 3, 2024, 3:46 a.m.",Software Engineering,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",5103200.0,1500000.0,5103200.0,1500000.0,"Hyderabad, Bangalore, Noida, Pune",INR,Software/Quant Developer,['software engineering'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Hyderabad', 'Bangalore', 'Noida', 'Pune']","['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,10-20 LPA
Myntra,"Dec. 3, 2024, 3:46 a.m.",SDE,0.0,"btech, idd","cse, ece, eee, mat",3050000.0,1800000.0,3050000.0,1800000.0,,INR,Software/Quant Developer,['sde'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",[],"['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Netradyne Technology Pvt Ltd,"Dec. 3, 2024, 3:46 a.m.","Associate Software Engineer, Software Engineer, Associate Data Scientist, Data Scientist, Associate Data Engineer, Data Engineer",7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",2200000.0,1600000.0,2200000.0,1600000.0,Bangalore,INR,Software/Quant Developer,"['associate software engineer', 'software engineer', 'associate data scientist', 'data scientist', 'associate data engineer', 'data engineer']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Nutanix,"Dec. 3, 2024, 3:46 a.m.","Member of technical staff - A, Member of technical staff - B",7.5,"btech, idd","cse, ece, eee, mat",5057000.0,2300000.0,5257000.0,2500000.0,"Bangalore, Pune",INR,Software/Quant Developer,"['member of technical staff - a', 'member of technical staff - b']","['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Bangalore', 'Pune']","['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,20-30 LPA
Nvidia,"Dec. 3, 2024, 3:46 a.m.",ASIC Engineer,7.8,"btech, idd","cse, ece, eee, mat",3186150.0,2386150.0,3186150.0,2386150.0,"Bengaluru, Pune, Hyderabad",INR,Core_Engineering,['asic engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Bengaluru', 'Pune', 'Hyderabad']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,20-30 LPA
Nvidia,"Dec. 3, 2024, 3:46 a.m.",Formal Verification Engineer,7.5,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",3186150.0,1750000.0,3186150.0,1750000.0,"Bengaluru, Pune, Hyderabad",INR,Other,['formal verification engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Bengaluru', 'Pune', 'Hyderabad']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Nvidia,"Dec. 3, 2024, 3:46 a.m.",System Software Engineer,7.8,"btech, idd","cse, ece, eee, mat",31861500.0,1750000.0,31861500.0,1750000.0,"Bengaluru, Pune, Hyderabad",INR,Software/Quant Developer,['system software engineer'],"['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Bengaluru', 'Pune', 'Hyderabad']","['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,10-20 LPA
Ola,"Dec. 3, 2024, 3:46 a.m.","SDE-1(Application Engineer), Data Science, Product Manager, SDE -1(AI Engineering), Silicon Engineer, Research Engineer",0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, hss, mat, mec, met, min, mst, phe, phy",,,,,,NAN,Software/Quant Developer,"['sde-1(application engineer)', 'data science', 'product manager', 'sde -1(ai engineering)', 'silicon engineer', 'research engineer']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'hss', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",[],"['Dec', '3', '2024']",Dec,3,2024,,,
Oracle,"Dec. 3, 2024, 3:46 a.m.","Member Technical Staff, Application Developer",7.0,"btech, idd","che, civ, cse, ece, eee, mat, mec, phy",3410250.0,1778226.0,3462950.0,1828226.0,"Bangalore, Hyderabad",INR,Software/Quant Developer,"['member technical staff', 'application developer']","['che', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'phy']","['btech', 'idd']","['Bangalore', 'Hyderabad']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Pace Stock Broking,"Dec. 3, 2024, 3:46 a.m.","Software Developer, Jr. Quantitative Researcher",8.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",7500000.0,3000000.0,7500000.0,3000000.0,Gurgaon,INR,Software/Quant Developer,"['software developer', 'jr. quantitative researcher']","['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']",['Gurgaon'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,30-40 LPA
Petronet Lng Limited,"Dec. 3, 2024, 3:46 a.m.",Graduate Engineer Trainee (GET),6.0,idd,"civ, cse, eee, mec",1992000.0,1743000.0,,,"Dahej, Kochi, Gopalpur, Odisha, New Delhi",INR,Core_Engineering,['graduate engineer trainee (get)'],"['civ', 'cse', 'eee', 'mec']",['idd'],"['Dahej', 'Kochi', 'Gopalpur', 'Odisha', 'New Delhi']","['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Petronet Lng Limited,"Dec. 3, 2024, 3:46 a.m.",Graduate Engineer Trainee (GET),6.0,btech,"che, civ, cse, eee, mec",1992000.0,1743000.0,,,"Dahej, Kochi, Gopalpur, Odisha, New Delhi",INR,Core_Engineering,['graduate engineer trainee (get)'],"['che', 'civ', 'cse', 'eee', 'mec']",['btech'],"['Dahej', 'Kochi', 'Gopalpur', 'Odisha', 'New Delhi']","['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Phonepe,"Dec. 3, 2024, 3:46 a.m.",Software Developer Engineer,6.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",3357017.0,1925000.0,3357017.0,1925000.0,"Bangalore, Pune",INR,Software/Quant Developer,['software developer engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Bangalore', 'Pune']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,10-20 LPA
Piramal Group,"Dec. 3, 2024, 3:46 a.m.",Tech,7.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, ece, eee, mat, mec, met, min, mst, phe, phy",2650000.0,1700000.0,2650000.0,1700000.0,"Bangalore, Mumbai",INR,Other,['tech'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Bangalore', 'Mumbai']","['Dec', '3', '2024']",Dec,3,2024,20-30 LPA,20-30 LPA,10-20 LPA
Plutus Research Pvt. Ltd.,"Dec. 3, 2024, 3:46 a.m.","Quantitative Analyst, Infrastructure Developer",8.0,"btech, idd","cse, ece, eee, mat",5150000.0,2400000.0,5150000.0,2400000.0,Bangalore,INR,Software/Quant Developer,"['quantitative analyst', 'infrastructure developer']","['cse', 'ece', 'eee', 'mat']","['btech', 'idd']",['Bangalore'],"['Dec', '3', '2024']",Dec,3,2024,> 40 LPA,> 40 LPA,20-30 LPA
Qualcomm,"Dec. 3, 2024, 3:46 a.m.","HW engineer, Associate engineer, SW- Engineer, Associate engineer",7.0,"btech, idd","cse, ece, eee, mat",1600000.0,1500000.0,1950000.0,1800000.0,"Bangalore, Hyderabad, Noida, Chennai",INR,Core_Engineering,"['hw engineer', 'associate engineer', 'sw- engineer', 'associate engineer']","['cse', 'ece', 'eee', 'mat']","['btech', 'idd']","['Bangalore', 'Hyderabad', 'Noida', 'Chennai']","['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Quicksell (Apport Technologies),"Dec. 3, 2024, 3:46 a.m.",AI Engineer,0.0,"btech, idd","apd, bce, bme, cer, che, chy, civ, cse, dse, ece, eee, mat, mec, met, min, mst, phe, phy",3600000.0,3600000.0,3600000.0,3600000.0,"Mumbai, Lower Parel",INR,Data Science/AI,['ai engineer'],"['apd', 'bce', 'bme', 'cer', 'che', 'chy', 'civ', 'cse', 'dse', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phe', 'phy']","['btech', 'idd']","['Mumbai', 'Lower Parel']","['Dec', '3', '2024']",Dec,3,2024,30-40 LPA,30-40 LPA,30-40 LPA
Schlumberger,"Dec. 3, 2024, 3:46 a.m.",Electrical Engineer,7.0,btech,eee,1570611.0,1456963.0,,,"Pune, Maharashtra",INR,Core_Engineering,['electrical engineer'],['eee'],['btech'],"['Pune', 'Maharashtra']","['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Schlumberger,"Dec. 3, 2024, 3:46 a.m.",Mechanical Engineer,7.0,"btech, idd",mec,1498935.0,1389752.0,1707025.0,1584881.0,"Pune, Maharashtra",INR,Core_Engineering,['mechanical engineer'],['mec'],"['btech', 'idd']","['Pune', 'Maharashtra']","['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Schlumberger,"Dec. 3, 2024, 3:46 a.m.",Electrical Component Hardware Engineer,7.0,btech,"ece, eee",1570611.0,1456963.0,,,"Pune, Maharashtra",INR,Core_Engineering,['electrical component hardware engineer'],"['ece', 'eee']",['btech'],"['Pune', 'Maharashtra']","['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Schneider Electric,"Dec. 3, 2024, 3:46 a.m.","Master Engineer Trainee - Power Electronics, Master Engineer Trainee - Power Products",6.5,idd,"ece, eee",,,2100000.0,1568733.0,PAN India,INR,Core_Engineering,"['master engineer trainee - power electronics', 'master engineer trainee - power products']","['ece', 'eee']",['idd'],['PAN India'],"['Dec', '3', '2024']",Dec,3,2024,,,
Sedemac Mechatronics Pvt. Ltd.,"Dec. 3, 2024, 3:46 a.m.","Engineer, R&D, Engineer, Test Automation, Engineer, Electronic Hardware",6.0,"btech, idd","civ, cse, ece, eee, mat, mec, met, phy",1600000.0,1600000.0,1600000.0,1600000.0,Pune,INR,Supply_chain/R&D,"['engineer', 'r&d', 'engineer', 'test automation', 'engineer', 'electronic hardware']","['civ', 'cse', 'ece', 'eee', 'mat', 'mec', 'met', 'phy']","['btech', 'idd']",['Pune'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
Sprinklr,"Dec. 3, 2024, 3:46 a.m.",AI Operations Engineer,0.0,"btech, idd","bce, bme, cer, che, chy, civ, ece, eee, mat, mec, met, min, mst, phy",1800000.0,1800000.0,1800000.0,1800000.0,Gurgaon,INR,Data Science/AI,['ai operations engineer'],"['bce', 'bme', 'cer', 'che', 'chy', 'civ', 'ece', 'eee', 'mat', 'mec', 'met', 'min', 'mst', 'phy']","['btech', 'idd']",['Gurgaon'],"['Dec', '3', '2024']",Dec,3,2024,10-20 LPA,10-20 LPA,10-20 LPA
